"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x89114709","x1149034157357621249",2019-07-10 19:14:25,"nclgba","Thursday night is Networking Night. I am honored to host the first 30 sign ups for the ELGL NCLGBA Oracle Supper Club event at Steam Lounge @ 7:00pm. Please sign up at the Oracle table to attend. #NCLGBA19 https://t.co/w1uCXloylm","Twitter for iPhone",140,,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,,,"x32420721","Greg_James_","en",,,,,,,,,,,,,,,,"x1149033188976680960","Thursday night is Networking Night. I am honored to host the first 30 sign ups for the ELGL NCLGBA Oracle Supper Club event at Steam Lounge @ 7:00pm. Please sign up at the Oracle table to attend. #NCLGBA19 https://t.co/w1uCXloylm",2019-07-10 19:10:34,"Twitter for iPad",5,2,"x32420721","Greg_James_","Greg James",366,52,1981,"Apex, NC","Serving local and state governments in finding new ways to manage capacity, accelerate service provision, engage the community, and feel accomplished at work.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1149034157357621249","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1149372564801818624",2019-07-11 17:39:08,"nclgba","The membership voted to approve the FY 2019-2020 board, pictured here. Thank you for your service leading the NCLGBA. And welcome to our new board members @margaretrmurphy and David Pugh! #NCLGBA19 https://t.co/GcxJEawdSa","Twitter for iPhone",197,,,,FALSE,FALSE,6,0,,,"NCLGBA19",,,,,"http://pbs.twimg.com/media/D_NkQOWX4AQ_cJP.jpg","https://t.co/GcxJEawdSa","https://twitter.com/nclgba/status/1149372564801818624/photo/1","photo","http://pbs.twimg.com/media/D_NkQOWX4AQ_cJP.jpg","https://t.co/GcxJEawdSa","https://twitter.com/nclgba/status/1149372564801818624/photo/1",,"x191172455","margaretrmurphy","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1149372564801818624","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1149371504666337280",2019-07-11 17:34:55,"nclgba","Congratulations to our new Certified Budget and Evaluation Officers, four of whom were with us today! #NCLGBA19 https://t.co/5FiNEBf1OS","Twitter for iPhone",111,,,,FALSE,FALSE,11,1,,,"NCLGBA19",,,,,"http://pbs.twimg.com/media/D_NjSh1XkAAIFu8.jpg","https://t.co/5FiNEBf1OS","https://twitter.com/nclgba/status/1149371504666337280/photo/1","photo","http://pbs.twimg.com/media/D_NjSh1XkAAIFu8.jpg","https://t.co/5FiNEBf1OS","https://twitter.com/nclgba/status/1149371504666337280/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1149371504666337280","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1148977015464308742",2019-07-10 15:27:22,"nclgba","Day 1 of #NCLGBA19 is upon us! Who’s excited for three days of #localgov knowledge, networking, and views like this! https://t.co/IPlX7ecAP5","Twitter for iPhone",140,,,,FALSE,TRUE,0,1,,,"NCLGBA19 localgov",,,,,,,,,,,,,"x87069035","jamos51","en",,,,,,,,,,,,,,,,"x1148925059819614210","Day 1 of #NCLGBA19 is upon us! Who’s excited for three days of #localgov knowledge, networking, and views like this! https://t.co/IPlX7ecAP5",2019-07-10 12:00:54,"Twitter for iPhone",17,1,"x87069035","jamos51","Justin Amos",263,555,496,"Charlotte, NC","Passionate about local government, Tar Heels, eating and drinking local, my home state, running long distances --views my own",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1148977015464308742","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1149008414359674887",2019-07-10 17:32:08,"nclgba","Long: We should take “emergency” out of EM. Should be “Financial Disaster Manager.” Recovery is the longest phase of a disaster. #NCLGBA19","Twitter for iPhone",140,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x387798015","CallunaAilish","en",,,,,,,,,,,,,,,,"x1149007209340243968","Long: We should take “emergency” out of EM. Should be “Financial Disaster Manager.” Recovery is the longest phase of a disaster. #NCLGBA19",2019-07-10 17:27:20,"Twitter for iPhone",2,1,"x387798015","CallunaAilish","Heather Curry",279,497,3362,"Winston-Salem, NC","Passionate about education, #localgov, and social policy. 🎓: Coe College and UNC MPA. #joyouslylive #bettertogether Pronouns: she/her",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1149008414359674887","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1149031782890844165",2019-07-10 19:04:59,"nclgba","Our third concurrent session is on building connections outside of work, within your community presented by Ken Hunter from @cityofrockymtnc #NCLGBA19 https://t.co/8ZLncp0Kug","Twitter for iPhone",150,,,,FALSE,FALSE,4,2,,,"NCLGBA19",,,,,"http://pbs.twimg.com/media/D_IuUIIW4AIgzWB.jpg","https://t.co/8ZLncp0Kug","https://twitter.com/nclgba/status/1149031782890844165/photo/1","photo","http://pbs.twimg.com/media/D_IuUIIW4AIgzWB.jpg","https://t.co/8ZLncp0Kug","https://twitter.com/nclgba/status/1149031782890844165/photo/1",,"x27014299","cityofrockymtnc","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1149031782890844165","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1149306795598499840",2019-07-11 13:17:47,"nclgba","How do you escape inertia? How do you increase organizational velocity? When does your strategic plan become your team’s professional calling? Great discussion with City of Fayetteville. #NCLGBA19 https://t.co/bZj7bzt2sR","Twitter for iPhone",140,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x32420721","Greg_James_","en",,,,,,,,,,,,,,,,"x1149299786069303297","How do you escape inertia? How do you increase organizational velocity? When does your strategic plan become your team’s professional calling? Great discussion with City of Fayetteville. #NCLGBA19 https://t.co/bZj7bzt2sR",2019-07-11 12:49:56,"Twitter for iPad",8,1,"x32420721","Greg_James_","Greg James",366,52,1981,"Apex, NC","Serving local and state governments in finding new ways to manage capacity, accelerate service provision, engage the community, and feel accomplished at work.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1149306795598499840","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1149306618473041920",2019-07-11 13:17:05,"nclgba","Tonight’s the night! Sign up for an @ELGL50 #nclgba19 #SupperClub with @Greg_James_ in @CityofWilm - a chance to catch up with #localgov friends and meet some new ones too!","Twitter for iPhone",140,,,,FALSE,TRUE,0,3,,,"nclgba19 SupperClub",,,,,,,,,,,,,"x14226644 x319320598 x32420721 x37690939","kowyatt ELGL50 Greg_James_ CityofWilm","en",,,,,,,,,,,,,,,,"x1149304491339988994","Tonight’s the night! Sign up for an @ELGL50 #nclgba19 #SupperClub with @Greg_James_ in @CityofWilm - a chance to catch up with #localgov friends and meet some new ones too!",2019-07-11 13:08:38,"Twitter for iPhone",8,3,"x14226644","kowyatt","Kirsten Wyatt",3502,734,16980,"West Linn, Oregon","@ELGL50 cofounder, @GovLovePodcast cohost, @willamette_u @uncmpa grad. I ❤️: #ELGLRoadTrip #DiversityDashboard #localgov #CityHallSelfie #ELGL20 #ELGLInspire!",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1149306618473041920","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1149306585895903234",2019-07-11 13:16:57,"nclgba","Four characteristics of high performance orgs:
1️⃣Long term vision &amp; strategy to achieve it (ex strategic plan) 
2️⃣Commitment to quality &amp; using data to drive decisions &amp; improvement
3️⃣Customer engagement &amp; actually listening to citizens
4️⃣Engaged &amp; empowered employees
#NCLGBA19","Twitter for iPhone",144,,,,FALSE,TRUE,0,5,,,,,,,,,,,,,,,,"x387798015","CallunaAilish","en",,,,,,,,,,,,,,,,"x1149305063489380353","Four characteristics of high performance orgs:
1️⃣Long term vision &amp; strategy to achieve it (ex strategic plan) 
2️⃣Commitment to quality &amp; using data to drive decisions &amp; improvement
3️⃣Customer engagement &amp; actually listening to citizens
4️⃣Engaged &amp; empowered employees
#NCLGBA19",2019-07-11 13:10:54,"Twitter for iPhone",11,5,"x387798015","CallunaAilish","Heather Curry",279,497,3362,"Winston-Salem, NC","Passionate about education, #localgov, and social policy. 🎓: Coe College and UNC MPA. #joyouslylive #bettertogether Pronouns: she/her",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1149306585895903234","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1149321752348168192",2019-07-11 14:17:13,"nclgba","Participants are using magazine photos to help identify the ideal culture needed to be an organization that uses a strategic plan to drive decision-making. #NCLGBA19 https://t.co/YTf4OMXDvl","Twitter for iPhone",165,"x1149319612925906947","x89114709","nclgba",FALSE,FALSE,3,0,,,"NCLGBA19",,,,,"http://pbs.twimg.com/media/D_M2CcRWwAELdo0.jpg","https://t.co/YTf4OMXDvl","https://twitter.com/nclgba/status/1149321752348168192/photo/1","photo","http://pbs.twimg.com/media/D_M2CcRWwAELdo0.jpg http://pbs.twimg.com/media/D_M2CcTWwAEqMIC.jpg http://pbs.twimg.com/media/D_M2CcQW4AA9yd-.jpg","https://t.co/YTf4OMXDvl https://t.co/YTf4OMXDvl https://t.co/YTf4OMXDvl","https://twitter.com/nclgba/status/1149321752348168192/photo/1 https://twitter.com/nclgba/status/1149321752348168192/photo/1 https://twitter.com/nclgba/status/1149321752348168192/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1149321752348168192","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1148334424267747328",2019-07-08 20:53:56,"nclgba","Check this post for all the last-minute logistics and details for #nclgba19! See all of you #LocalGov #budgeteers soon! 😎 https://t.co/d8AaFDAntW","Twitter for iPhone",121,,,,TRUE,FALSE,5,1,,,"nclgba19 LocalGov budgeteers",,"twitter.com/nclgba/status/…","https://t.co/d8AaFDAntW","https://twitter.com/nclgba/status/1148332358950506496",,,,,,,,,,,"en","x1148332358950506496","Welcome to Wilmington! https://t.co/6Nbg8rvSvD",2019-07-08 20:45:44,"NCLGBA.org",3,0,"x89114709","nclgba","NC Local Govt Budget",401,168,1683,"North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1148334424267747328","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1149002006805319681",2019-07-10 17:06:40,"nclgba","Welcome from the chair of @NewHanoverCo BOC Johnathan Barfield, Jr. “You all are the ones that make our counties work.” #NCLGBA19 https://t.co/Yr9JSPILik","Twitter for iPhone",129,,,,FALSE,FALSE,5,1,,,"NCLGBA19",,,,,"http://pbs.twimg.com/media/D_ITPBAW4AAvPk3.jpg","https://t.co/Yr9JSPILik","https://twitter.com/nclgba/status/1149002006805319681/photo/1","photo","http://pbs.twimg.com/media/D_ITPBAW4AAvPk3.jpg","https://t.co/Yr9JSPILik","https://twitter.com/nclgba/status/1149002006805319681/photo/1",,"x55534339","NewHanoverCo","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1149002006805319681","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1149415685153525762",2019-07-11 20:30:29,"nclgba","Panel of budget directors answer “What do you look for in an analyst?”
⏹Passion for public service
⏹Ability to ask good questions
⏹Comfortable with uncertainty
⏹Confidence in your opinions, tenacity
⏹Well-rounded and able to handle a variety of situations
#NCLGBA19","Twitter for iPhone",139,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x387798015","CallunaAilish","en",,,,,,,,,,,,,,,,"x1149409215242493952","Panel of budget directors answer “What do you look for in an analyst?”
⏹Passion for public service
⏹Ability to ask good questions
⏹Comfortable with uncertainty
⏹Confidence in your opinions, tenacity
⏹Well-rounded and able to handle a variety of situations
#NCLGBA19",2019-07-11 20:04:46,"Twitter for iPhone",10,1,"x387798015","CallunaAilish","Heather Curry",279,497,3362,"Winston-Salem, NC","Passionate about education, #localgov, and social policy. 🎓: Coe College and UNC MPA. #joyouslylive #bettertogether Pronouns: she/her",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1149415685153525762","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1149290484109598722",2019-07-11 12:12:58,"nclgba","The hall is filling as we prepare to kick off our second day of sessions at #nclgba19! https://t.co/IRbhCVp72H","Twitter for iPhone",86,,,,FALSE,FALSE,1,1,,,"nclgba19",,,,,"http://pbs.twimg.com/media/D_MZmhwXsAEvDCy.jpg","https://t.co/IRbhCVp72H","https://twitter.com/nclgba/status/1149290484109598722/photo/1","photo","http://pbs.twimg.com/media/D_MZmhwXsAEvDCy.jpg","https://t.co/IRbhCVp72H","https://twitter.com/nclgba/status/1149290484109598722/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1149290484109598722","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1149058699627048961",2019-07-10 20:51:57,"nclgba","Ben Rowe: If you want to learn about an organization, there’s no better place than in a budget office. You get to see all the values in action. Also, sometimes making the jump from grad school to work is like what Yoda said “unlearn what you have learned” #NCLGBA19","Twitter for iPhone",140,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x387798015","CallunaAilish","en",,,,,,,,,,,,,,,,"x1149054967107522561","Ben Rowe: If you want to learn about an organization, there’s no better place than in a budget office. You get to see all the values in action. Also, sometimes making the jump from grad school to work is like what Yoda said “unlearn what you have learned” #NCLGBA19",2019-07-10 20:37:07,"Twitter for iPhone",3,1,"x387798015","CallunaAilish","Heather Curry",279,497,3362,"Winston-Salem, NC","Passionate about education, #localgov, and social policy. 🎓: Coe College and UNC MPA. #joyouslylive #bettertogether Pronouns: she/her",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1149058699627048961","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1149316295990624259",2019-07-11 13:55:32,"nclgba","Concurrent sessions are starting up for the morning session. First up - experiences emergency management professionals talking about how to access FEMA funding. #NCLGBA19 https://t.co/lmUmu95eaH","Twitter for iPhone",170,,,,FALSE,FALSE,3,0,,,"NCLGBA19",,,,,"http://pbs.twimg.com/media/D_MxE3bWkAAgvsd.jpg","https://t.co/lmUmu95eaH","https://twitter.com/nclgba/status/1149316295990624259/photo/1","photo","http://pbs.twimg.com/media/D_MxE3bWkAAgvsd.jpg","https://t.co/lmUmu95eaH","https://twitter.com/nclgba/status/1149316295990624259/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1149316295990624259","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1149058679280459777",2019-07-10 20:51:52,"nclgba","What words of wisdom would Past Presidents offer today’s early career folks and first time attendees? Maia Setzer - Shake up your career. If you’ve only worked for a city, go to a county. If you’ve only been in budget, work in a service department. #nclgba19","Twitter for iPhone",140,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x387798015","CallunaAilish","en",,,,,,,,,,,,,,,,"x1149054378726383616","What words of wisdom would Past Presidents offer today’s early career folks and first time attendees? Maia Setzer - Shake up your career. If you’ve only worked for a city, go to a county. If you’ve only been in budget, work in a service department. #nclgba19",2019-07-10 20:34:46,"Twitter for iPhone",3,1,"x387798015","CallunaAilish","Heather Curry",279,497,3362,"Winston-Salem, NC","Passionate about education, #localgov, and social policy. 🎓: Coe College and UNC MPA. #joyouslylive #bettertogether Pronouns: she/her",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1149058679280459777","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1148977633125961728",2019-07-10 15:29:49,"nclgba","It’s time! Let’s go #NCLGBA19 https://t.co/UnliMpiyqp","Twitter for iPhone",66,,,,FALSE,TRUE,0,1,,,"NCLGBA19",,,,,"http://pbs.twimg.com/media/D_H4WlaX4AIoobd.jpg","https://t.co/UnliMpiyqp","https://twitter.com/jamos51/status/1148972452854280192/photo/1","photo","http://pbs.twimg.com/media/D_H4WlaX4AIoobd.jpg","https://t.co/UnliMpiyqp","https://twitter.com/jamos51/status/1148972452854280192/photo/1",,"x87069035","jamos51","en",,,,,,,,,,,,,,,,"x1148972452854280192","It’s time! Let’s go #NCLGBA19 https://t.co/UnliMpiyqp",2019-07-10 15:09:14,"Twitter for iPhone",13,1,"x87069035","jamos51","Justin Amos",263,555,496,"Charlotte, NC","Passionate about local government, Tar Heels, eating and drinking local, my home state, running long distances --views my own",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1148977633125961728","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1149058711584956417",2019-07-10 20:51:59,"nclgba","Randy Harrington: While technical skills may get you your first few jobs, relationships and soft skills will become increasingly important as you advance in your career. #nclgba19","Twitter for iPhone",140,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x387798015","CallunaAilish","en",,,,,,,,,,,,,,,,"x1149055570311356419","Randy Harrington: While technical skills may get you your first few jobs, relationships and soft skills will become increasingly important as you advance in your career. #nclgba19",2019-07-10 20:39:31,"Twitter for iPhone",5,1,"x387798015","CallunaAilish","Heather Curry",279,497,3362,"Winston-Salem, NC","Passionate about education, #localgov, and social policy. 🎓: Coe College and UNC MPA. #joyouslylive #bettertogether Pronouns: she/her",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1149058711584956417","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
"x89114709","x1149030897548693504",2019-07-10 19:01:28,"nclgba","It’s standing room only in our concurrent on tools for budget monitoring and forecasting presented by Brandon Juhaish from @MeckCounty #NCLGBA19 https://t.co/BhINcC4H04","Twitter for iPhone",144,,,,FALSE,FALSE,11,3,,,"NCLGBA19",,,,,"http://pbs.twimg.com/media/D_ItgnHXkAE21vs.jpg","https://t.co/BhINcC4H04","https://twitter.com/nclgba/status/1149030897548693504/photo/1","photo","http://pbs.twimg.com/media/D_ItgnHXkAE21vs.jpg","https://t.co/BhINcC4H04","https://twitter.com/nclgba/status/1149030897548693504/photo/1",,"x20164131","MeckCounty","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nclgba/status/1149030897548693504","NC Local Govt Budget","North Carolina","Professional org for local govt budget professionals in NC. Promoting the budgeting profession through education, networking, advocacy.","http://t.co/kpPMhQ2isA",FALSE,401,168,7,1683,530,2009-11-11 05:20:59,FALSE,"http://t.co/kpPMhQ2isA","http://www.nclgba.org",,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/738109196269424642/ntPPCcNg_normal.jpg"
